person_id,姓名,性别,年龄,年龄段,家庭状态,职业大类,occupation_code,具体职位,home_place_id,work_place_id,school_place_id,sociability,routine_preference,spontaneity,travel_tolerance,nightlife_preference,activity_budget,family_orientation,warmth,directness,patience,communication_style,employer_id,personality_summary
P05434,刘瑶,女,28,25-29,无需要照顾的孩子,上班族,office_worker,客户经理,PL_W704229392,PL_W107138623,,0.64,0.62,0.63,0.64,0.61,0.22,0.31,0.66,0.61,0.65,克制务实,ORG_N2299019719,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P05435,陈可涵,女,37,35-39,有未成年孩子,上班族,office_worker,财务主管,PL_W660601392,PL_W34582296,PL_W41364199,0.32,0.90,0.28,0.52,0.39,0.40,0.40,0.65,0.48,0.10,克制务实,ORG_W34582296,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P05436,林羽睿,男,44,40-45,有未成年孩子,上班族,office_worker,财务经理,PL_W1204777323,PL_W31926308,PL_W36880098,0.47,0.58,0.35,0.35,0.50,0.34,0.68,0.44,0.50,0.36,克制务实,ORG_W31926308,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P05437,陈源,女,41,40-45,无需要照顾的孩子,上班族,office_worker,运营经理,PL_W33541220,PL_W704228131,,0.89,0.51,0.50,0.47,0.71,0.59,0.12,0.21,0.74,0.60,直接简洁,ORG_N13625375181,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，喜欢晚间外出。
P05438,李若琪,女,39,35-39,有未成年孩子,服务业者,service_worker,健身教练,PL_W51348275,PL_N6680665670,PL_W34617361,0.64,0.77,0.39,0.53,0.52,0.51,0.70,0.70,0.33,0.45,温和体贴,ORG_N6680665670,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式温和体贴，重视家庭联系。
P05439,董琪雨,女,37,35-39,有未成年孩子,体力劳动者,manual_worker,电工,PL_W662775805,PL_W103619599,PL_W35836168,0.30,0.53,0.37,0.22,0.55,0.91,0.51,0.73,0.23,0.40,温和体贴,ORG_UNRES_W103619599,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式温和体贴，生活取向相对均衡。
P05440,罗安,女,24,18-24,无需要照顾的孩子,大学生,university_student,硕士研究生,PL_W1204907088,PL_W61759776,PL_W61759776,0.30,0.12,0.79,0.42,0.50,0.51,0.78,0.37,0.20,0.24,克制务实,ORG_W61759776,性格偏安静，更喜欢小范围交往和熟悉的人。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P05441,林知安,男,18,18-24,无需要照顾的孩子,大学生,university_student,本科生,PL_W660347749,PL_W61759776,PL_W61759776,0.54,0.64,0.43,0.42,0.45,0.51,0.46,0.29,0.62,0.82,沉稳耐心,ORG_W61759776,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P05442,陈乐远,男,29,25-29,无需要照顾的孩子,服务业者,service_worker,收银员,PL_W661066466,PL_N6382259856,,0.47,0.15,0.65,0.60,0.47,0.18,0.70,0.62,0.73,0.21,坦率热情,ORG_N13207404914,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式坦率热情，重视家庭联系。
P05443,杨婷婉,女,26,25-29,有未成年孩子,上班族,office_worker,高级数据分析师,PL_W659445052,PL_W62057334,PL_W705011693,0.63,0.49,0.42,0.43,0.46,0.14,0.29,0.18,0.75,0.71,直接简洁,ORG_W62057334,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，处理分歧时较有耐心。
P05444,徐豪思,男,34,30-34,有未成年孩子,自由业者,freelancer,翻译,PL_W702169124,PL_W31363775,PL_W760791078,0.26,0.26,0.60,0.38,0.19,0.64,0.42,0.60,0.34,0.17,克制务实,ORG_UNRES_W31363775,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P05445,郭曦欣,女,33,30-34,有未成年孩子,上班族,office_worker,行政专员,PL_W31756380,PL_W438026405,PL_W41364187,0.06,0.87,0.26,0.34,0.29,0.60,0.50,0.33,0.34,0.81,沉稳耐心,ORG_W438026405,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；更偏好住处或工作地点附近的活动。交流方式沉稳耐心，处理分歧时较有耐心。
P05446,王欣子,女,36,35-39,有未成年孩子,自由业者,freelancer,自由设计师,PL_W512557919,PL_W662786285,PL_W75367984,0.29,0.67,0.39,0.42,0.35,0.87,0.98,0.36,0.38,0.17,克制务实,ORG_UNRES_W662786285,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P05447,董雨嘉,女,19,18-24,无需要照顾的孩子,上班族,office_worker,采购专员,PL_W31756382,PL_N4456480783,,0.38,0.92,0.26,0.61,0.42,0.36,0.36,0.35,0.44,0.31,克制务实,ORG_N4456480783,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P05448,张源晨,男,29,25-29,无需要照顾的孩子,体力劳动者,manual_worker,建筑工人,PL_W1204496390,PL_W58851661,,0.58,0.74,0.20,0.51,0.82,0.63,0.26,0.45,0.33,0.39,克制务实,ORG_UNRES_W58851661,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，喜欢晚间外出。
P05449,王曦瑶,女,33,30-34,有未成年孩子,上班族,office_worker,销售代表,PL_W863282986,PL_W804618150,PL_W226096987,0.42,0.45,0.59,0.72,0.36,0.43,0.87,0.29,0.54,0.64,克制务实,ORG_UNRES_W804618150,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式克制务实，重视家庭联系。
P05450,周思,女,29,25-29,无需要照顾的孩子,服务业者,service_worker,酒店服务人员,PL_W661779698,PL_W231284913,,0.61,0.59,0.64,0.68,0.60,0.51,0.16,0.92,0.71,0.88,坦率热情,ORG_W231284913,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式坦率热情，处理分歧时较有耐心。
P05451,胡思,女,28,25-29,有未成年孩子,服务业者,service_worker,酒店服务人员,PL_W133109681,PL_W61429677,PL_W33396813,0.75,0.94,0.23,0.73,0.45,0.42,0.44,0.69,0.93,0.40,坦率热情,ORG_W61429677,性格较为外向，通常愿意主动联系熟人并参加共同活动。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对较远的出行接受度较高。交流方式坦率热情，生活取向相对均衡。
P05452,袁诺诺,女,30,30-34,有未成年孩子,上班族,office_worker,财务主管,PL_W573332592,PL_W796589932,PL_W1012817120,0.22,0.51,0.49,0.52,0.39,0.69,0.50,0.70,0.84,0.70,坦率热情,ORG_UNRES_W796589932,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式坦率热情，生活取向相对均衡。
P05453,王哲景,男,42,40-45,有未成年孩子,服务业者,service_worker,零售店员,PL_W1255380081,PL_W1230109220,PL_W56184642,0.56,0.92,0.29,0.47,0.51,0.46,0.63,0.35,0.81,0.20,直接简洁,ORG_W1230109220,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式直接简洁，生活取向相对均衡。
P05454,赵星,男,36,35-39,有未成年孩子,体力劳动者,manual_worker,快递员,PL_W660831395,PL_W662441716,PL_W224136220,0.71,0.25,0.57,0.36,0.50,0.20,0.56,0.41,0.50,0.29,健谈外向,ORG_UNRES_W662441716,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式健谈外向，生活取向相对均衡。
P05455,胡俊,男,25,25-29,无需要照顾的孩子,体力劳动者,manual_worker,汽车技师,PL_W702160075,PL_W704230280,,0.66,0.51,0.58,0.41,0.53,0.65,0.69,0.25,0.45,0.53,克制务实,ORG_UNRES_W704230280,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P05456,朱晨怡,女,22,18-24,无需要照顾的孩子,上班族,office_worker,会计,PL_W31756334,PL_W136796593,,0.26,0.87,0.30,0.65,0.48,0.59,0.24,0.31,0.75,0.93,直接简洁,ORG_UNRES_W136796593,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式直接简洁，处理分歧时较有耐心。
P05457,王宁辰,男,18,18-24,无需要照顾的孩子,服务业者,service_worker,餐厅服务员,PL_W1207602714,PL_N5457410121,,0.26,0.58,0.46,0.52,0.60,0.30,0.58,0.50,0.39,0.78,沉稳耐心,ORG_N5457410121,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P05458,陈远文,男,34,30-34,无需要照顾的孩子,上班族,office_worker,高级软件工程师,PL_W663309959,PL_W60304156,,0.60,0.57,0.53,0.38,0.47,0.47,0.71,0.34,0.88,0.54,直接简洁,ORG_W61759777,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，重视家庭联系。
P05459,徐语语,女,38,35-39,有未成年孩子,自由业者,freelancer,自由销售,PL_W33036565,PL_W43806062,PL_W224674925,0.62,0.54,0.37,0.41,0.51,0.39,0.42,0.63,0.45,0.36,克制务实,ORG_UNRES_W43806062,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P05460,刘婉雨,女,26,25-29,无需要照顾的孩子,上班族,office_worker,运营专员,PL_W660568202,PL_W943602453,,0.14,0.41,0.36,0.52,0.21,0.61,0.28,0.92,0.54,0.35,温和体贴,ORG_N9573757713,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P05461,李哲天,男,22,18-24,无需要照顾的孩子,上班族,office_worker,数据分析师,PL_W31754696,PL_W662100023,,0.69,0.62,0.55,0.64,0.60,0.75,0.52,0.64,0.54,0.53,健谈外向,ORG_N12996489259,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式健谈外向，生活取向相对均衡。
P05462,吴静雨,女,38,35-39,有未成年孩子,上班族,office_worker,采购经理,PL_W705011706,PL_W801986443,PL_W61955065,0.19,0.79,0.16,0.41,0.30,0.62,0.87,0.67,0.82,0.68,坦率热情,ORG_N13948626037,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式坦率热情，重视家庭联系。
P05463,刘欣,女,37,35-39,无需要照顾的孩子,上班族,office_worker,项目经理,PL_W662174925,PL_W203425966,,0.73,0.82,0.26,0.54,0.57,0.40,0.35,0.26,0.42,0.78,沉稳耐心,ORG_N2138467572,性格较为外向，通常愿意主动联系熟人并参加共同活动。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P05464,梁乐雅,女,42,40-45,无需要照顾的孩子,体力劳动者,manual_worker,设备操作员,PL_W1275521517,PL_W35021080,,0.55,0.63,0.40,0.54,0.56,0.29,0.72,0.69,0.82,0.77,坦率热情,ORG_W35021080,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式坦率热情，重视家庭联系，处理分歧时较有耐心。
P05465,黄婷梦,女,30,30-34,无需要照顾的孩子,上班族,office_worker,行政专员,PL_W705121017,PL_W104942318,,0.65,0.44,0.37,0.68,0.34,0.38,0.29,0.14,0.56,0.37,克制务实,ORG_UNRES_W104942318,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式克制务实，生活取向相对均衡。
P05466,杨轩羽,男,20,18-24,无需要照顾的孩子,体力劳动者,manual_worker,快递员,PL_W705737451,PL_W112761027,,0.60,0.61,0.55,0.73,0.50,0.34,0.62,0.67,0.68,0.23,坦率热情,ORG_UNRES_W112761027,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式坦率热情，生活取向相对均衡。
P05467,周星星,女,18,18-24,无需要照顾的孩子,大学生,university_student,本科生,PL_W661217699,PL_N13704267913,PL_N13704267913,0.85,0.73,0.29,0.76,0.81,0.71,0.50,0.48,0.57,0.36,健谈外向,ORG_N13704267913,性格较为外向，通常愿意主动联系熟人并参加共同活动。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对较远的出行接受度较高。交流方式健谈外向，喜欢晚间外出。
P05468,王心婷,女,29,25-29,无需要照顾的孩子,上班族,office_worker,高级运营专员,PL_W703722940,PL_W1354494562,,0.72,0.58,0.31,0.68,0.69,0.30,0.57,0.27,0.40,0.15,健谈外向,ORG_UNRES_W1354494562,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式健谈外向，喜欢晚间外出。
P05469,王晨,男,26,25-29,无需要照顾的孩子,自由业者,freelancer,咨询顾问,PL_W56051936,PL_W56051936,,0.64,0.20,0.78,0.50,0.65,0.56,0.45,0.58,0.53,0.39,克制务实,ORG_UNRES_W56051936,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
